45.472669, -119.041279
51.818217, -144.555919
-2.769733, -170.392962
-67.342201, 48.969162
74.073864, 4.759120
-15.007398, -128.660243
-61.827062, 61.882776
45.697493, -92.623242
80.121855, -134.510070
73.332368, 125.631826
25.075012, -116.418137
-73.012892, -145.030043
-8.398542, -46.281254
-58.586252, -93.370852
-32.548700, 137.622825
-36.035579, -47.791167
-55.833411, -15.426887
-81.650385, 119.624795
-31.113331, 23.386731
40.499085, -19.437233
-88.586522, 55.802490
-74.795792, 38.665453
7.408804, 137.488217
-35.972286, -133.867880
22.238815, -177.969969
34.557786, 28.598775
75.838687, -57.235053
7.442835, 119.136639
72.206192, 16.858525
16.730491, -26.376769
75.333879, 34.229510
72.452468, 177.819672
-20.219765, -52.951933
-35.125338, -54.130887
-42.582043, -92.067598
-63.160317, -128.632153
-10.036530, 125.028200
0.919042, -137.609693
-79.731096, -112.440079
67.117810, 176.693560
-89.524550, 147.586713
43.285876, -73.254573
59.558008, 156.824796
-22.762996, 141.743183
-2.098965, 76.491506
-11.364087, -157.255807
-83.707232, -7.776964
-72.014082, 73.879339
2.527899, 137.566203
67.966886, -120.282051
-33.750071, 113.085571
-12.015318, 136.108883
-74.165965, 6.566825
-12.616773, -59.858103
81.320271, 68.843668
42.362016, 109.060109
-59.240561, -144.600707
-22.058220, 40.078598
-68.107872, -80.014853
73.474765, -119.553035
-65.981090, 83.424825
34.130070, 128.943796
84.271821, 64.015935
-41.004351, 16.366742
74.667999, -45.325316
76.907979, 124.664712
87.297832, 62.012351
-48.620929, -80.321133
73.419843, 8.555112
-13.719629, 94.713889
48.870643, 2.332355
-60.777554, -40.501922
-45.980425, -55.037468
-13.836757, 154.594563
23.123246, -121.054947
-89.973630, -78.744223
-58.400479, 60.427250
20.850845, 34.412117
-38.778387, 70.652261
83.645896, -96.182849
-35.104172, -150.660987
14.013775, -6.243483
-20.143850, -100.833987
-36.258019, -49.960151
-26.049422, -32.211595
-3.555853, 119.119559
-75.280366, 6.895571
